city;district;microdistrict;street;building;area;floor;num_of_rooms;price;url;picture
Челябинск;Курчатовский;;;;43;8;1;ост.Комсомольскийпроспект;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-13_1589289548;https://arenda-022.ru/images/upload/2020-05-3415-1.jpg
Челябинск;Центральный;;;;96;1;3;цирк;https://arenda-022.ru/sdam/3-k-kvartira-ul-naberezhnaya-7_1586797820;https://arenda-022.ru/images/upload/2020-04-8155-Image-2.jpg
Челябинск;Ленинский;;Ул. Пограничная;23;36;9;1;Кбс;https://arenda-022.ru/sdam/1-k-kvartira-ul-pogranichnaya-23_1590694877;
Челябинск;Металлургический;;Социалистическая;66;31;3;1;гкб6;https://arenda-022.ru/sdam/1-k-kvartira-socialisticheskaya-66_1581326562;https://arenda-022.ru/images/upload/2020-02-6761-20200209_130217.jpg
Челябинск;Тракторозаводский;;Героев Танкограда;дом 50;34;6;1;9000;https://arenda-022.ru/sdam/1-k-kvartira-geroev-tankograda-dom-50_1578603114;
Челябинск;Курчатовский;;;;43;8;1;ост.Комсомольскийпроспект;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-13_1589289548;https://arenda-022.ru/images/upload/2020-05-3415-1.jpg
Челябинск;Курчатовский;;;;34;4;1;Пионерская;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-33g_1583850923;https://arenda-022.ru/images/upload/2020-03-5285-IMG_20200310_115149.jpg
Челябинск;Курчатовский;;;;53;5;2;Пионерская;https://arenda-022.ru/sdam/2-k-kvartira-komsomolskiy-prospekt-35_1588868600;
Челябинск;Центральный;;;;96;1;3;цирк;https://arenda-022.ru/sdam/3-k-kvartira-ul-naberezhnaya-7_1586797820;https://arenda-022.ru/images/upload/2020-04-8155-Image-2.jpg
Челябинск;Ленинский;;Ул. Пограничная;23;36;9;1;Кбс;https://arenda-022.ru/sdam/1-k-kvartira-ul-pogranichnaya-23_1590694877;
Челябинск;Калининский;;;;30;2;1;Цирк;https://arenda-022.ru/sdam/1-k-kvartira-ulica-kaslinskaya-97-b_1581039665;https://arenda-022.ru/images/upload/2020-02-95-IMG_20200205_181526.jpg
Челябинск;Центральный;;;;96;1;3;цирк;https://arenda-022.ru/sdam/3-k-kvartira-ul-naberezhnaya-7_1586797820;https://arenda-022.ru/images/upload/2020-04-8155-Image-2.jpg
Челябинск;Курчатовский;;;;53;5;2;Пионерская;https://arenda-022.ru/sdam/2-k-kvartira-komsomolskiy-prospekt-35_1588868600;
Челябинск;Тракторозаводский;;Героев Танкограда;дом 50;34;6;1;9000;https://arenda-022.ru/sdam/1-k-kvartira-geroev-tankograda-dom-50_1578603114;
Челябинск;Калининский;;;;30;2;1;Цирк;https://arenda-022.ru/sdam/1-k-kvartira-ulica-kaslinskaya-97-b_1581039665;https://arenda-022.ru/images/upload/2020-02-95-IMG_20200205_181526.jpg
Челябинск;Металлургический;;Социалистическая;66;31;3;1;гкб6;https://arenda-022.ru/sdam/1-k-kvartira-socialisticheskaya-66_1581326562;https://arenda-022.ru/images/upload/2020-02-6761-20200209_130217.jpg
Челябинск;Курчатовский;;;;34;4;1;Пионерская;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-33g_1583850923;https://arenda-022.ru/images/upload/2020-03-5285-IMG_20200310_115149.jpg
Челябинск;Ленинский;;Ул. Пограничная;23;36;9;1;Кбс;https://arenda-022.ru/sdam/1-k-kvartira-ul-pogranichnaya-23_1590694877;
Челябинск;Курчатовский;;;;43;8;1;ост.Комсомольскийпроспект;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-13_1589289548;https://arenda-022.ru/images/upload/2020-05-3415-1.jpg
Челябинск;Курчатовский;;;;43;8;1;ост.Комсомольскийпроспект;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-13_1589289548;https://arenda-022.ru/images/upload/2020-05-3415-1.jpg
Челябинск;Курчатовский;;;;34;4;1;Пионерская;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-33g_1583850923;https://arenda-022.ru/images/upload/2020-03-5285-IMG_20200310_115149.jpg
Челябинск;Тракторозаводский;;Героев Танкограда;дом 50;34;6;1;9000;https://arenda-022.ru/sdam/1-k-kvartira-geroev-tankograda-dom-50_1578603114;
Челябинск;Центральный;;;;96;1;3;цирк;https://arenda-022.ru/sdam/3-k-kvartira-ul-naberezhnaya-7_1586797820;https://arenda-022.ru/images/upload/2020-04-8155-Image-2.jpg
Челябинск;Курчатовский;;;;53;5;2;Пионерская;https://arenda-022.ru/sdam/2-k-kvartira-komsomolskiy-prospekt-35_1588868600;
Челябинск;Калининский;;;;30;2;1;Цирк;https://arenda-022.ru/sdam/1-k-kvartira-ulica-kaslinskaya-97-b_1581039665;https://arenda-022.ru/images/upload/2020-02-95-IMG_20200205_181526.jpg
Челябинск;Металлургический;;Социалистическая;66;31;3;1;гкб6;https://arenda-022.ru/sdam/1-k-kvartira-socialisticheskaya-66_1581326562;https://arenda-022.ru/images/upload/2020-02-6761-20200209_130217.jpg
Челябинск;Ленинский;;Ул. Пограничная;23;36;9;1;Кбс;https://arenda-022.ru/sdam/1-k-kvartira-ul-pogranichnaya-23_1590694877;
Челябинск;Центральный;;;;96;1;3;цирк;https://arenda-022.ru/sdam/3-k-kvartira-ul-naberezhnaya-7_1586797820;https://arenda-022.ru/images/upload/2020-04-8155-Image-2.jpg
Челябинск;Ленинский;;Ул. Пограничная;23;36;9;1;Кбс;https://arenda-022.ru/sdam/1-k-kvartira-ul-pogranichnaya-23_1590694877;
Челябинск;Курчатовский;;;;53;5;2;Пионерская;https://arenda-022.ru/sdam/2-k-kvartira-komsomolskiy-prospekt-35_1588868600;
Челябинск;Курчатовский;;;;34;4;1;Пионерская;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-33g_1583850923;https://arenda-022.ru/images/upload/2020-03-5285-IMG_20200310_115149.jpg
Челябинск;Тракторозаводский;;Героев Танкограда;дом 50;34;6;1;9000;https://arenda-022.ru/sdam/1-k-kvartira-geroev-tankograda-dom-50_1578603114;
Челябинск;Металлургический;;Социалистическая;66;31;3;1;гкб6;https://arenda-022.ru/sdam/1-k-kvartira-socialisticheskaya-66_1581326562;https://arenda-022.ru/images/upload/2020-02-6761-20200209_130217.jpg
Челябинск;Курчатовский;;;;43;8;1;ост.Комсомольскийпроспект;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-13_1589289548;https://arenda-022.ru/images/upload/2020-05-3415-1.jpg
Челябинск;Калининский;;;;30;2;1;Цирк;https://arenda-022.ru/sdam/1-k-kvartira-ulica-kaslinskaya-97-b_1581039665;https://arenda-022.ru/images/upload/2020-02-95-IMG_20200205_181526.jpg
Челябинск;Курчатовский;;;;34;4;1;Пионерская;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-33g_1583850923;https://arenda-022.ru/images/upload/2020-03-5285-IMG_20200310_115149.jpg
Челябинск;Курчатовский;;;;53;5;2;Пионерская;https://arenda-022.ru/sdam/2-k-kvartira-komsomolskiy-prospekt-35_1588868600;
Челябинск;Ленинский;;Ул. Пограничная;23;36;9;1;Кбс;https://arenda-022.ru/sdam/1-k-kvartira-ul-pogranichnaya-23_1590694877;
Челябинск;Калининский;;;;30;2;1;Цирк;https://arenda-022.ru/sdam/1-k-kvartira-ulica-kaslinskaya-97-b_1581039665;https://arenda-022.ru/images/upload/2020-02-95-IMG_20200205_181526.jpg
Челябинск;Тракторозаводский;;Героев Танкограда;дом 50;34;6;1;9000;https://arenda-022.ru/sdam/1-k-kvartira-geroev-tankograda-dom-50_1578603114;
Челябинск;Центральный;;;;96;1;3;цирк;https://arenda-022.ru/sdam/3-k-kvartira-ul-naberezhnaya-7_1586797820;https://arenda-022.ru/images/upload/2020-04-8155-Image-2.jpg
Челябинск;Курчатовский;;;;43;8;1;ост.Комсомольскийпроспект;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-13_1589289548;https://arenda-022.ru/images/upload/2020-05-3415-1.jpg
Челябинск;Металлургический;;Социалистическая;66;31;3;1;гкб6;https://arenda-022.ru/sdam/1-k-kvartira-socialisticheskaya-66_1581326562;https://arenda-022.ru/images/upload/2020-02-6761-20200209_130217.jpg
Челябинск;Центральный;;;;96;1;3;цирк;https://arenda-022.ru/sdam/3-k-kvartira-ul-naberezhnaya-7_1586797820;https://arenda-022.ru/images/upload/2020-04-8155-Image-2.jpg
Челябинск;Тракторозаводский;;Героев Танкограда;дом 50;34;6;1;9000;https://arenda-022.ru/sdam/1-k-kvartira-geroev-tankograda-dom-50_1578603114;
Челябинск;Курчатовский;;;;53;5;2;Пионерская;https://arenda-022.ru/sdam/2-k-kvartira-komsomolskiy-prospekt-35_1588868600;
Челябинск;Курчатовский;;;;43;8;1;ост.Комсомольскийпроспект;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-13_1589289548;https://arenda-022.ru/images/upload/2020-05-3415-1.jpg
Челябинск;Ленинский;;Ул. Пограничная;23;36;9;1;Кбс;https://arenda-022.ru/sdam/1-k-kvartira-ul-pogranichnaya-23_1590694877;
Челябинск;Металлургический;;Социалистическая;66;31;3;1;гкб6;https://arenda-022.ru/sdam/1-k-kvartira-socialisticheskaya-66_1581326562;https://arenda-022.ru/images/upload/2020-02-6761-20200209_130217.jpg
Челябинск;Курчатовский;;;;34;4;1;Пионерская;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-33g_1583850923;https://arenda-022.ru/images/upload/2020-03-5285-IMG_20200310_115149.jpg
Челябинск;Калининский;;;;30;2;1;Цирк;https://arenda-022.ru/sdam/1-k-kvartira-ulica-kaslinskaya-97-b_1581039665;https://arenda-022.ru/images/upload/2020-02-95-IMG_20200205_181526.jpg
Челябинск;Курчатовский;;;;34;4;1;Пионерская;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-33g_1583850923;https://arenda-022.ru/images/upload/2020-03-5285-IMG_20200310_115149.jpg
Челябинск;Курчатовский;;;;43;8;1;ост.Комсомольскийпроспект;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-13_1589289548;https://arenda-022.ru/images/upload/2020-05-3415-1.jpg
Челябинск;Центральный;;;;96;1;3;цирк;https://arenda-022.ru/sdam/3-k-kvartira-ul-naberezhnaya-7_1586797820;https://arenda-022.ru/images/upload/2020-04-8155-Image-2.jpg
Челябинск;Тракторозаводский;;Героев Танкограда;дом 50;34;6;1;9000;https://arenda-022.ru/sdam/1-k-kvartira-geroev-tankograda-dom-50_1578603114;
Челябинск;Металлургический;;Социалистическая;66;31;3;1;гкб6;https://arenda-022.ru/sdam/1-k-kvartira-socialisticheskaya-66_1581326562;https://arenda-022.ru/images/upload/2020-02-6761-20200209_130217.jpg
Челябинск;Ленинский;;Ул. Пограничная;23;36;9;1;Кбс;https://arenda-022.ru/sdam/1-k-kvartira-ul-pogranichnaya-23_1590694877;
Челябинск;Калининский;;;;30;2;1;Цирк;https://arenda-022.ru/sdam/1-k-kvartira-ulica-kaslinskaya-97-b_1581039665;https://arenda-022.ru/images/upload/2020-02-95-IMG_20200205_181526.jpg
Челябинск;Курчатовский;;;;53;5;2;Пионерская;https://arenda-022.ru/sdam/2-k-kvartira-komsomolskiy-prospekt-35_1588868600;
Челябинск;Центральный;;;;96;1;3;цирк;https://arenda-022.ru/sdam/3-k-kvartira-ul-naberezhnaya-7_1586797820;https://arenda-022.ru/images/upload/2020-04-8155-Image-2.jpg
Челябинск;Курчатовский;;;;43;8;1;ост.Комсомольскийпроспект;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-13_1589289548;https://arenda-022.ru/images/upload/2020-05-3415-1.jpg
Челябинск;Курчатовский;;;;34;4;1;Пионерская;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-33g_1583850923;https://arenda-022.ru/images/upload/2020-03-5285-IMG_20200310_115149.jpg
Челябинск;Металлургический;;Социалистическая;66;31;3;1;гкб6;https://arenda-022.ru/sdam/1-k-kvartira-socialisticheskaya-66_1581326562;https://arenda-022.ru/images/upload/2020-02-6761-20200209_130217.jpg
Челябинск;Калининский;;;;30;2;1;Цирк;https://arenda-022.ru/sdam/1-k-kvartira-ulica-kaslinskaya-97-b_1581039665;https://arenda-022.ru/images/upload/2020-02-95-IMG_20200205_181526.jpg
Челябинск;Ленинский;;Ул. Пограничная;23;36;9;1;Кбс;https://arenda-022.ru/sdam/1-k-kvartira-ul-pogranichnaya-23_1590694877;
Челябинск;Тракторозаводский;;Героев Танкограда;дом 50;34;6;1;9000;https://arenda-022.ru/sdam/1-k-kvartira-geroev-tankograda-dom-50_1578603114;
Челябинск;Курчатовский;;;;53;5;2;Пионерская;https://arenda-022.ru/sdam/2-k-kvartira-komsomolskiy-prospekt-35_1588868600;
Челябинск;Курчатовский;;;;43;8;1;ост.Комсомольскийпроспект;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-13_1589289548;https://arenda-022.ru/images/upload/2020-05-3415-1.jpg
Челябинск;Центральный;;;;96;1;3;цирк;https://arenda-022.ru/sdam/3-k-kvartira-ul-naberezhnaya-7_1586797820;https://arenda-022.ru/images/upload/2020-04-8155-Image-2.jpg
Челябинск;Металлургический;;Социалистическая;66;31;3;1;гкб6;https://arenda-022.ru/sdam/1-k-kvartira-socialisticheskaya-66_1581326562;https://arenda-022.ru/images/upload/2020-02-6761-20200209_130217.jpg
Челябинск;Калининский;;;;30;2;1;Цирк;https://arenda-022.ru/sdam/1-k-kvartira-ulica-kaslinskaya-97-b_1581039665;https://arenda-022.ru/images/upload/2020-02-95-IMG_20200205_181526.jpg
Челябинск;Ленинский;;Ул. Пограничная;23;36;9;1;Кбс;https://arenda-022.ru/sdam/1-k-kvartira-ul-pogranichnaya-23_1590694877;
Челябинск;Курчатовский;;;;34;4;1;Пионерская;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-33g_1583850923;https://arenda-022.ru/images/upload/2020-03-5285-IMG_20200310_115149.jpg
Челябинск;Курчатовский;;;;53;5;2;Пионерская;https://arenda-022.ru/sdam/2-k-kvartira-komsomolskiy-prospekt-35_1588868600;
Челябинск;Тракторозаводский;;Героев Танкограда;дом 50;34;6;1;9000;https://arenda-022.ru/sdam/1-k-kvartira-geroev-tankograda-dom-50_1578603114;
Челябинск;Курчатовский;;;;53;5;2;Пионерская;https://arenda-022.ru/sdam/2-k-kvartira-komsomolskiy-prospekt-35_1588868600;
Челябинск;Металлургический;;Социалистическая;66;31;3;1;гкб6;https://arenda-022.ru/sdam/1-k-kvartira-socialisticheskaya-66_1581326562;https://arenda-022.ru/images/upload/2020-02-6761-20200209_130217.jpg
Челябинск;Ленинский;;Ул. Пограничная;23;36;9;1;Кбс;https://arenda-022.ru/sdam/1-k-kvartira-ul-pogranichnaya-23_1590694877;
Челябинск;Тракторозаводский;;Героев Танкограда;дом 50;34;6;1;9000;https://arenda-022.ru/sdam/1-k-kvartira-geroev-tankograda-dom-50_1578603114;
Челябинск;Курчатовский;;;;34;4;1;Пионерская;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-33g_1583850923;https://arenda-022.ru/images/upload/2020-03-5285-IMG_20200310_115149.jpg
Челябинск;Курчатовский;;;;43;8;1;ост.Комсомольскийпроспект;https://arenda-022.ru/sdam/1-k-kvartira-komsomolskiy-prospekt-13_1589289548;https://arenda-022.ru/images/upload/2020-05-3415-1.jpg
